UE1: web-rtc,UE1: sipp,UE1: web-server,UE2: web-rtc,UE2: sipp,UE2: web-server,UE3: web-rtc,UE3: sipp,UE3: web-server,Time
1,0,0,0,0,0,0,0,0,2.0526e-05
1,0,0,0,0,0,0,0,0,1.011865394
1,0,0,0,0,0,0,0,0,2.171919017-
1,0,0,0,0,0,0,0,0,4.089982633-
1,0,0,0,0,0,0,0,0,4.090004423
1,0,0,0,0,0,0,0,0,5.092230652
1,0,0,0,0,0,0,0,0,6.129931862
1,0,0,0,0,0,0,0,0,7.931900308
1,0,0,0,0,0,0,0,0,8.939904924
1,0,0,0,0,0,0,0,0,9.954184736
1,0,0,0,0,0,0,0,0,10.966997628
1,0,0,0,0,0,0,0,0,11.989520406
1,0,0,0,0,0,0,0,0,13.008335376
1,0,0,0,0,0,0,0,0,14.02656518
1,0,0,0,0,0,0,0,0,15.044814792
1,0,0,0,0,0,0,0,0,16.050247732
1,0,0,0,0,0,0,0,0,17.060386621
1,0,0,0,0,0,0,0,0,18.078256848
1,0,0,0,0,0,0,0,1,19.096669619
1,0,0,0,0,0,0,0,1,20.106007748
1,0,0,0,0,0,0,0,1,21.107077635
1,0,0,0,1,0,0,0,1,22.115962181
1,0,0,0,1,0,0,0,1,23.123954514
1,0,0,0,1,0,0,0,1,24.133183319
1,0,0,0,1,0,0,0,1,25.135314084
1,0,0,0,1,0,0,0,1,26.137083766
1,0,0,0,1,0,0,0,1,27.13721793
1,0,0,0,1,0,0,0,0,28.146183883
1,0,0,0,1,0,0,0,0,29.14621217
1,0,0,0,1,0,0,0,0,30.146311301
1,0,0,0,1,0,0,0,0,31.15282279
1,0,0,0,1,0,0,0,0,32.161389063
1,0,0,0,1,0,0,0,0,33.184423026
1,0,0,0,1,0,0,0,0,34.192357802
1,0,0,0,1,0,0,0,0,35.200059293
1,0,0,0,1,0,0,0,0,36.208389887
1,0,0,0,1,0,0,0,0,37.20847148
1,0,0,0,1,0,0,0,0,38.228430277
1,0,0,0,1,0,0,0,0,39.237027801
1,0,0,0,1,0,0,0,0,40.243255272
1,0,0,0,1,0,0,0,0,41.26006289
1,0,0,0,1,0,0,0,0,42.266843413
1,0,0,0,1,0,0,0,0,43.27030759
1,0,0,0,1,0,0,0,1,44.283866003
1,0,0,0,1,0,0,0,1,45.298978216
1,0,0,0,1,0,0,0,1,46.304039471
1,0,0,0,1,0,0,0,1,47.305354766
1,0,0,0,1,0,0,0,0,48.305504571
1,0,0,0,1,0,0,0,0,49.309205746
1,0,0,0,1,0,0,0,0,50.322201553
1,0,0,0,1,0,0,0,0,51.340198162
1,0,0,0,1,0,0,0,0,52.340270662
1,0,0,0,1,0,0,0,0,53.346386449
1,0,0,0,1,0,1,0,0,54.364754932
1,0,0,0,1,0,1,0,0,55.392191394
1,0,0,0,1,0,1,0,0,56.402609142
1,0,0,0,1,0,1,0,0,57.404316729
1,0,0,0,1,0,1,0,0,58.405511572
1,0,0,0,1,0,0,0,0,59.408382876
1,0,0,0,1,0,1,0,0,60.408467223
1,0,0,0,1,0,1,0,0,61.426252783
1,0,0,0,1,0,1,0,0,62.440435579
1,0,0,0,1,0,1,0,0,63.473731629
1,0,0,0,1,0,1,0,0,64.50249452
1,0,0,0,1,0,1,0,0,65.502574942
1,0,0,0,1,0,1,0,0,66.507780006
1,0,0,0,1,0,1,0,0,67.510107324
1,0,0,0,1,0,1,0,0,68.514129227
1,0,0,0,1,0,1,0,0,69.519934333
1,0,0,0,1,0,1,0,0,70.537263315
1,0,0,0,1,0,1,0,0,71.537382594
1,0,0,0,1,0,1,0,0,72.545272391
1,0,0,0,1,0,1,0,0,73.557416034
1,0,1,0,1,0,1,0,0,74.561212797
1,0,1,0,1,0,1,0,0,75.567726605
1,0,1,0,1,0,1,0,0,76.571477266
1,0,1,0,1,0,1,0,0,77.574503376
1,0,1,0,1,0,1,0,0,78.582863441
1,0,1,0,1,0,1,0,0,79.597148663
1,0,1,0,1,0,1,0,0,80.599517785
1,0,1,0,1,0,1,0,0,81.59959916
1,0,1,0,1,0,1,0,0,82.599649025
1,0,1,0,1,0,1,0,0,83.609798858
1,0,1,0,1,0,1,0,0,84.620169898
1,0,1,0,1,0,1,0,0,85.63439584
1,0,1,0,1,0,1,0,0,86.63455205
1,0,1,0,1,0,1,0,0,87.636350046
1,0,1,0,1,0,1,0,0,88.643014632
1,0,1,0,1,0,1,0,0,89.652972401
1,0,1,0,1,0,1,0,0,90.65573139
0,0,1,0,1,0,1,0,0,91.67218354
0,0,1,0,1,0,1,0,0,92.692125083
0,0,1,0,1,0,1,0,0,93.700955669
0,0,1,0,0,0,1,0,0,94.717231551
0,0,1,0,1,0,1,0,0,95.722390121
0,0,0,0,0,0,1,0,0,96.735853058
0,0,0,0,0,0,1,0,0,97.742217161
0,0,0,0,0,0,1,0,1,98.752641141
0,0,0,0,1,0,1,0,1,99.761962794
0,0,0,0,0,0,1,0,1,100.769512678
0,0,0,0,0,0,1,0,1,101.772270176
0,0,0,1,0,0,1,0,1,102.778269627
0,0,0,1,1,0,1,0,1,103.791244063
0,0,0,1,0,0,1,0,1,104.801250529
0,0,0,1,0,0,1,0,1,105.802287174
0,0,0,0,0,0,1,0,1,106.802335667
0,0,0,0,1,0,1,0,1,107.802544081
0,0,0,1,0,0,1,0,1,108.807213232
0,0,0,1,0,0,1,0,1,109.807437445
0,0,0,1,0,0,1,0,1,110.81355366
0,0,0,1,1,0,1,0,1,111.821536319
0,0,0,1,0,0,1,0,1,112.824247446
0,0,0,1,0,0,1,0,1,113.834217404
0,0,0,1,0,0,1,0,1,114.848318983
0,0,0,1,1,0,1,0,1,115.852303726
0,0,0,1,0,0,0,0,1,116.855268506
0,0,0,1,0,0,0,0,1,117.862371831
0,0,0,1,0,0,0,0,1,118.862595868
0,0,0,1,1,0,0,0,1,119.869378024
0,0,0,1,0,0,0,0,1,120.882292081
0,0,0,1,0,0,0,0,1,121.884826463
0,0,0,1,0,0,0,0,1,122.891401484
0,0,1,1,0,0,0,0,1,123.899261364
0,0,1,1,0,0,0,0,1,124.899455044
0,0,1,1,0,0,0,0,1,125.902338244
0,0,1,1,0,0,0,0,1,126.917385042
0,0,1,1,0,0,0,0,1,127.922311639
0,0,1,1,0,0,0,0,1,128.924671374
0,0,1,1,0,0,0,0,1,129.932443728
0,0,1,1,0,0,0,0,1,130.935339222
0,0,1,1,0,0,0,0,1,131.948874581
0,0,1,1,0,0,0,0,1,132.956658427
0,0,1,1,0,0,0,0,1,133.960304666
0,0,1,1,0,0,0,0,1,134.967367733
0,0,1,1,0,0,0,0,1,135.967407131
0,0,1,1,0,0,0,0,1,136.970434598
0,0,1,1,0,0,0,0,1,137.982369155
0,0,1,1,0,0,0,0,1,138.992399131
0,0,1,1,0,0,0,0,1,139.992426572
0,0,1,1,0,0,0,0,1,140.99252903
0,0,1,1,0,0,0,0,1,142.002403835
0,0,1,1,0,0,0,0,1,143.01246761
0,0,1,1,0,0,0,0,1,144.024462995
0,0,1,1,0,0,0,0,1,145.029442663
0,0,1,1,0,0,0,0,1,146.03346074
0,0,1,1,0,0,0,0,1,147.041119413
0,0,1,1,0,0,0,0,1,148.047618406
0,0,0,1,0,0,0,0,1,149.074423954
0,0,0,1,0,0,0,0,1,150.07669621
0,0,0,1,0,0,0,0,0,151.085590643
0,0,0,1,0,0,0,0,0,152.097809218
0,0,0,1,0,0,0,0,0,153.170170167
0,0,0,1,0,0,0,0,0,154.222457479
0,0,0,1,0,0,0,0,0,155.232071263
0,0,0,1,0,0,0,0,0,156.243677575
0,0,0,1,0,0,0,0,0,157.290525253
0,0,0,1,0,0,0,0,0,158.312702823
0,0,0,1,0,0,0,0,0,159.372757212
0,0,0,1,0,0,0,0,0,160.430561934
0,0,0,1,0,0,0,0,0,161.488177965
0,0,0,1,0,0,0,0,0,162.547225976
0,0,0,1,0,0,0,0,0,163.608522821
0,0,0,1,0,0,0,0,0,164.6667521
0,0,0,1,0,0,0,0,0,165.725629858
