"UE1: web-rtc","UE1: sipp","UE1: web-server","UE2: web-rtc","UE2: sipp","UE2: web-server","UE3: web-rtc","UE3: sipp","UE3: web-server","Time","UE1-Jitter","UE2-Jitter","UE3-Jitter","UE1-CQI","UE2-CQI","UE3-CQI","empty"
15283,0,0,0,0,0,0,0,0,,"0.018868430264150943",0,0,13,14,15,
8248,0,0,0,0,0,0,0,0,,"0.021509601698924734",0,0,13,14,15,
27504,0,0,0,0,0,0,0,0,,"0.023119259572519084",0,0,13,15,15,
38723,0,0,0,0,0,0,0,0,,"0.022645153005555557",0,0,13,14,15,
51684,0,0,0,0,0,0,0,0,,"0.02136331113865546",0,0,13,14,15,
28713,0,0,0,0,0,0,0,0,,"0.02175285603558719",0,0,13,14,15,
9136,0,0,0,0,0,0,0,0,,"0.02394008499665552",0,0,13,14,15,
8685,0,0,0,0,0,0,0,0,,"0.025658503927899687",0,0,13,14,15,
6987,0,0,0,0,0,0,0,0,,"0.027854811957703934",0,0,13,14,15,
9005,0,0,0,0,0,0,0,0,,"0.029279820268571437",0,0,13,14,15,
10733,0,0,0,0,0,0,0,0,,"0.03017232278074867",0,0,13,14,15,
7789,0,0,0,0,0,0,0,0,,"0.03185156216326531",0,0,13,14,15,
5532,0,0,0,0,0,0,0,0,,"0.03342598950370371",0,0,13,14,15,
16548,0,0,0,0,0,0,0,0,,"0.03310577027437642",0,0,8,9,15,
18170,0,0,0,0,0,0,0,0,,"0.03279809969747899",0,0,9,11,15,
20268,0,0,0,0,0,0,0,0,,"0.03249742476171875",0,0,10,10,15,
20812,0,0,0,0,0,0,0,0,,"0.032182526531876136",0,0,12,14,15,
10764,0,0,0,0,0,0,0,0,,"0.032749956756567423",0,0,12,14,15,
28021,0,0,0,0,0,0,0,0,,"0.03205935509918698",0,0,13,14,15,
17755,0,0,0,0,0,0,0,10960,,"0.03157903777692307",0,"0.006102764186666671",13,14,15,
32620,0,0,0,0,0,0,0,20922,,"0.030579663579772074",0,"0.006757511078703704",12,14,15,
30278,0,0,0,0,0,0,0,21090,,"0.02972083895767195",0,"0.006829022628491617",13,14,15,
18370,0,0,0,10340,0,0,0,21288,,"0.0298794082955414","0.014264634043478306","0.006848516367793242",11,14,15,
23896,0,0,0,26690,0,0,0,24204,,"0.029670029895631063","0.015137157047619067","0.006714592638009047",12,14,15,
23230,0,0,0,24867,0,0,0,19805,,"0.02953610537674418","0.015720775214285738","0.0068147766349999995",10,12,15,
28596,0,0,0,27637,0,0,0,20008,,"0.029224985919158356","0.01579648541089109","0.006913845748657357",10,11,15,
42340,0,0,0,28191,0,0,0,24748,,"0.028277030152892554","0.015732755030075183","0.0067686425295723366",11,13,15,
31738,0,0,0,25426,0,0,0,24616,,"0.027908338655511802","0.015975450947368415","0.006659129202371538",10,11,15,
27366,0,0,0,28311,0,0,0,3444,,"0.027535203876288654","0.015866603847545218","0.006654127327117322",13,14,15,
30070,0,0,0,26589,0,0,0,0,,"0.027306147391734047","0.01582943988143177",0,13,14,15,
54839,0,0,0,26589,0,0,0,0,,"0.026462728082700417","0.015826477061143984",0,11,12,15,
53751,0,0,0,27148,0,0,0,0,,"0.025598452101265816","0.015887333357394378",0,11,13,15,
45626,0,0,0,27028,0,0,0,0,,"0.025197921308912376","0.015931646670906213",0,13,14,15,
51596,0,0,0,26210,0,0,0,0,,"0.02472957460935251","0.01593928061191861",0,10,12,15,
44970,0,0,0,26159,0,0,0,0,,"0.024317965405219775","0.015998994399463812",0,8,11,15,
15443,0,0,0,29827,0,0,0,0,,"0.02439483215100671","0.01591810118573186",0,8,10,15,
13853,0,0,0,27097,0,0,0,0,,"0.024591723809084916","0.015951268200228838",0,8,10,15,
10575,0,0,0,28706,0,0,0,0,,"0.024876141792857135","0.015912229174653895",0,5,10,15,
24317,0,0,0,26210,0,0,0,0,,"0.024822576027146458","0.01591178243486975",0,10,10,15,
32056,0,0,0,26210,0,0,0,0,,"0.02454926221424223","0.015923629485335867",0,10,11,15,
19982,0,0,0,26772,0,0,0,0,,"0.02453096446999405","0.0159608895371531",0,8,10,15,
7560,0,0,0,27534,0,0,0,0,,"0.024850447065843613","0.015986456037319772",0,8,9,15,
9787,0,0,0,27656,0,0,0,0,,"0.025207821684915543","0.015977343451249005",0,8,9,15,
11665,0,0,0,27941,0,0,0,0,,"0.02541873372862879","0.01593115139263805",0,8,9,15,
8349,0,0,0,26210,0,0,0,5437,,"0.02568675117413499","0.015927834069699207","0.006641927841389727",5,9,15,
17507,0,0,0,25038,0,0,0,21915,,"0.025656390760978313","0.01595923760253701","0.006668431803267529",8,9,15,
12447,0,0,0,27659,0,0,0,25967,,"0.025808418444140186","0.01596649693247807","0.006574043296160874",8,9,15,
6203,0,0,0,28663,0,0,0,19657,,"0.026065319196846102","0.01594380960478656","0.0065145877815315275",8,9,15,
11112,0,0,0,27097,0,0,0,0,,"0.026270257078621424","0.01596085415494712",0,4,10,15,
20753,0,0,0,27299,0,0,0,0,,"0.026250851280969944","0.01594691998081536",0,6,10,15,
25024,0,0,0,26737,0,0,0,0,,"0.02613562019351517","0.01595640406712964",0,8,9,15,
12249,0,0,0,27382,0,0,0,0,,"0.02629839871863889","0.015943581328491628",0,10,9,15,
23221,0,0,0,28831,0,0,0,0,,"0.026271911299451903","0.015918286575202164",0,8,9,15,
15688,0,0,0,26972,0,0,0,0,,"0.026351003139283947","0.015898662560020885",0,5,10,15,
14347,0,0,0,27659,0,0,0,0,,"0.02650757206004841","0.015903999351365026",0,6,10,15,
6886,0,0,0,27944,0,0,0,0,,"0.026759593710918697","0.015930451552180314",0,6,10,15,
23557,0,0,0,23144,0,0,0,0,,"0.02664831689448892","0.01593555611180125",0,6,10,15,
14410,0,0,0,30280,0,0,0,0,,"0.02675756541701533","0.015892925913003245",0,8,9,15,
12807,0,0,0,26620,0,0,0,0,,"0.02682813817960495","0.015913837011706445",0,8,9,15,
12641,0,0,0,26972,0,0,0,0,,"0.02694159463574351","0.015924582039000885",0,8,9,15,
14073,0,0,0,25038,0,0,0,0,,"0.02710147279442194","0.015936839259195902",0,8,10,15,
10631,0,0,0,27909,0,0,0,0,,"0.027269752890471937","0.01591368672136611",0,10,10,15,
16114,0,0,0,26210,0,0,0,0,,"0.027325798404385947","0.015908994860569115",0,10,11,15,
11688,0,0,0,30690,0,0,0,0,,"0.027435166794270813","0.015878777245947023",0,10,13,15,
7052,0,0,0,26972,0,0,0,0,,"0.02748842305265427","0.015890963296139007",0,11,13,15,
6565,0,0,0,26772,0,0,0,0,,"0.027591186952789677","0.015913433963396232",0,13,14,15,
22957,0,0,0,27097,0,0,0,0,,"0.02748917310778945","0.015919488997786804",0,6,10,15,
23673,0,0,0,26210,0,0,0,0,,"0.02736943685755571","0.015929641098194953",0,12,14,15,
26660,0,0,0,26010,0,0,0,0,,"0.02718405578909088","0.015956896318599728",0,8,10,15,
25949,0,0,0,26362,0,0,0,0,,"0.02705187554538245","0.015969487789054392",0,8,9,15,
13913,0,0,0,27382,0,0,0,0,,"0.027136878199843232","0.015971653156663285",0,8,9,15,
13254,0,0,0,26772,0,1284,0,0,,"0.027275341019798106","0.015966694132934542","0.006469566593418848",8,9,15,
17265,0,0,0,26772,0,0,0,0,,"0.027092219934707874","0.015982002826653647",0,8,10,15,
12837,0,6788,0,27097,0,1102,0,0,,"0.026664474660859867","0.015990020828434516","0.006479802203003333",6,10,15,
22238,0,9161,0,26210,0,132,0,0,,"0.026154178081391147","0.015996290427720303","0.006511172684824904",5,10,15,
14386,0,15933,0,26772,0,0,0,0,,"0.02535446438532736","0.01599858290889506",0,9,9,15,
11616,0,14451,0,26620,0,0,0,0,,"0.024655213994078915","0.016012244175883966",0,5,10,15,
8086,0,14170,0,26972,0,19450,0,0,,"0.024004081757585304","0.016013907201483695","0.006602454402249601",9,9,15,
3064,0,17630,0,25038,0,1966,0,0,,"0.023283179251437185","0.01600820250496207","0.00705626668882979",11,12,15,
3064,0,19599,0,26737,0,66,0,0,,"0.022525559131753796","0.016001907726333923","0.00705626668882979",9,9,15,
3230,0,19401,0,26737,0,35353,0,0,,"0.021842601400829845","0.015999159112803175","0.0070738117939362815",9,12,15,
2898,0,15521,0,26772,0,17861,0,0,,"0.021388365182718","0.016009728803937893","0.007453153173427988",8,9,15,
3230,0,13470,0,26175,0,64380,0,0,,"0.02103327787707897","0.016010377750068226","0.007652862237816762",5,10,15,
2898,0,16131,0,27334,0,34343,0,0,,"0.02057796274045223","0.016011285258722502","0.007929185345204174",6,10,15,
3230,0,17498,0,25658,0,32895,0,0,,"0.020123856738106766","0.016010800740486268","0.00820151765120593",7,10,15,
3064,0,17630,0,28122,0,34548,0,0,,"0.019690761002346836","0.01600158169924618","0.008456098470801263",8,10,15,
3064,0,9371,0,22986,0,32136,0,0,,"0.019514538939999968","0.016050062774756298","0.008718312002216308",8,9,15,
3064,0,6434,0,30178,0,44442,0,0,,"0.019468287971888428","0.01602532125189109","0.008895750655172412",6,10,15,
1224,0,14785,0,27552,0,36333,0,0,,"0.019235031695594387","0.016011297498013916","0.009129821062103926",6,10,15,
0,0,13607,0,27024,0,54576,0,0,,"0.019113914680443735","0.016006024486427014","0.00927190562756357",6,10,15,
0,0,10513,0,24689,0,59243,0,0,,"0.0190652521244902","0.015999231813465263","0.00937162774066719",6,10,15,
0,0,14851,0,11358,0,52477,0,0,,"0.018883529328006694","0.016089485296065274","0.009507467221191022",5,10,15,
0,0,17564,0,1084,0,49568,0,0,,"0.018619284939064392","0.016095316537059257","0.009635874805722882",8,9,15,
0,0,13232,0,0,0,52325,0,0,,"0.018486905251360583",0,"0.009756558422230367",6,10,15,
0,0,14785,0,3250,0,47392,0,0,,"0.018326082785050397","0.016241743051509355","0.009894441989960551",8,9,15,
0,0,1327,0,0,0,66129,0,0,,"0.01832411960497726",0,"0.00996805574032763",8,9,15,
0,0,0,0,0,0,59460,0,0,,0,0,"0.010065730629503729",8,9,15,
0,0,0,0,1084,0,90553,0,0,,0,"0.016246137465149715","0.010041644731387332",8,9,15,
0,0,0,0,2166,0,65459,0,0,,0,"0.01633917037242701","0.010123598252240707",8,9,15,
0,0,0,0,0,0,70069,0,5297,,0,0,"0.010077526146032719",8,10,15,
0,0,0,0,0,0,81775,0,18463,,0,0,"0.009777300768381276",8,9,15,
0,0,0,0,1084,0,68994,0,22705,,0,"0.016343865702321138","0.009453158804365612",8,9,15,
0,0,0,0,2166,0,31226,0,24286,,0,"0.0164363976944046","0.009227712661490675",5,6,15,
0,0,0,1284,0,0,8247,0,17236,,0,"0.016377015828292464","0.009130202615691151",10,13,15,
0,0,0,21592,0,0,41233,0,17350,,0,"0.016308215630002353","0.009016939714148905",6,9,15,
0,0,0,792,1084,0,1684,0,19533,,0,"0.016412686006999546","0.008949019006247099",13,14,15,
0,0,0,0,2166,0,1684,0,19203,,0,"0.016499510735369566","0.008898868120125497",6,10,15,
0,0,0,39350,0,0,1546,0,21981,,0,"0.01637923574850987","0.008811648613985704",6,9,15,
0,0,0,37918,0,0,1684,0,24270,,0,"0.016402116970115475","0.008701573926335554",9,9,15,
0,0,0,61894,1084,0,1546,0,21568,,0,"0.01631518225166594","0.00861693636409531",8,10,15,
0,0,0,55047,1084,0,1684,0,26033,,0,"0.01627195616892484","0.00849903851664395",5,10,15,
0,0,0,63417,0,0,1546,0,24748,,0,"0.01619126197660946","0.008400966285176819",6,10,15,
0,0,0,43343,0,0,1684,0,23331,,0,"0.01618132029711988","0.008318376987975946",5,10,15,
0,0,0,42146,1084,0,1546,0,19393,,0,"0.01617885719895508","0.0082844262179009",5,10,15,
0,0,0,47845,1084,0,1264,0,21090,,0,"0.01615865097177005","0.008237585805291365",5,10,15,
0,0,0,63413,0,0,0,0,19311,,0,"0.016099894734441525","0.008223912395061721",6,10,15,
0,0,0,25439,0,0,0,0,6722,,0,"0.016179332663649175","0.008213008235432404",5,10,15,
0,0,0,54153,0,0,0,0,23051,,0,"0.016151415299286008","0.008162370929482979",8,9,15,
0,0,0,35287,1084,0,0,0,23265,,0,"0.016179992737721027","0.00811455511511479",12,14,15,
0,0,0,55933,0,0,0,0,24616,,0,"0.016148180254309516","0.008058326095837209",10,11,15,
0,0,0,55367,0,0,0,0,26099,,0,"0.016121490806802988","0.007998550982002414",12,14,15,
0,0,0,46721,0,0,0,0,25094,,0,"0.016126364975817126","0.007943472933382456",12,14,15,
0,0,8551,68830,0,0,0,0,24616,,"0.018195988771004274","0.016063215159784233","0.007895494760466113",10,13,15,
0,0,19739,40754,0,0,0,0,20744,,"0.017910962834792512","0.016090951097439684","0.007882335284001124",5,10,15,
0,0,19047,81720,0,0,0,0,24682,,"0.017672711075650535","0.015984317712916075","0.00783435626864231",5,10,15,
0,0,16798,36599,0,0,0,0,24814,,"0.01750283147048103","0.01602103512930417","0.0077900386561152975",10,11,15,
0,0,13022,60973,0,0,0,0,19739,,"0.01741616473941132","0.015963517959872733","0.007782841493253965",8,9,15,
0,0,17696,34355,0,0,0,0,24468,,"0.017221170958713963","0.01601238595054368","0.00774447972022268",6,9,15,
0,0,11671,61244,0,0,0,0,22721,,"0.017130495667071036","0.015968330272145344","0.00772261937442864",6,13,15,
0,0,12407,31109,0,0,0,0,25028,,"0.017035694954560966","0.016017262288927053","0.007681223205516894",6,13,15,
0,0,14038,47361,0,0,0,0,24748,,"0.01693296128227974","0.016009939296434652","0.007645878623174289",13,15,9,
0,0,16136,44201,0,0,0,0,20678,,"0.016803019859173533","0.016012381360383084","0.00762198269181034",13,15,9,
0,0,1838,35145,0,0,0,0,2519,,"0.01689014524276977","0.01608968753909124","0.0077293255841513",13,15,8,
0,0,4857,16902,0,0,0,0,0,,"0.01684259523499422","0.016178587159933523",0,13,15,10,
0,0,17218,49004,0,0,0,0,5878,,"0.016696771945108147","0.016124933531496088","0.007812693727370297",13,15,10,
0,0,16183,41472,0,0,0,0,23661,,"0.016563439677721337","0.016127349909696307","0.007778332375862466",13,15,9,
0,0,17696,35852,0,0,0,0,23153,,"0.016408104941918387","0.016141234922420755","0.007752945886770782",13,15,10,
0,0,14719,42911,0,0,0,0,22273,,"0.016313930082553305","0.01613724289212877","0.007737354725917557",13,15,10,
0,0,12956,47335,0,0,0,0,24616,,"0.01623263493045453","0.016106395555363074","0.007706043499168603",13,15,10,
0,0,13434,41886,0,0,0,0,23331,,"0.016161231707922254","0.016086036170822965","0.0076809190711174015",13,15,10,
0,0,13758,25672,0,0,0,0,21156,,"0.016053636303539804","0.016120150890007765","0.0077049029950670206",13,15,9,
0,0,14719,56628,0,0,0,0,17828,,"0.015951581705745434","0.016081966166232996","0.007710296883349211",13,15,9,
0,0,10052,30332,0,0,0,0,0,,"0.01613754714300113","0.01605528630768063",0,13,15,11,
0,0,66,0,0,0,0,0,0,,"0.01613754714300113","0.01605528630768063",0,13,15,11,
0,0,3818,41082,0,0,0,0,14022,,"0.016216770761440232","0.01606525627921003","0.007728032214023685",13,15,10,
0,0,9049,23711,0,0,0,0,5289,,"0.016219440908134222","0.01613017644749477","0.007720705293546366",13,15,13,
0,0,10262,47118,0,0,0,0,23397,,"0.016150293622112653","0.01612848435191795","0.00769485787245841",13,15,11,
0,0,0,57331,0,0,0,0,25967,,0,"0.016140092635264655","0.007661028019475274",13,15,11,
0,0,0,5548,0,0,0,0,1763,,0,"0.016280358096493835","0.007656890501763933",13,15,10,
0,0,0,34419,0,0,0,0,0,,0,"0.01630371175804096",0,13,15,14,
0,0,0,19577,0,0,0,0,0,,0,"0.016404219577751917",0,13,15,14,
0,0,0,19126,0,0,0,0,0,,0,"0.01642480450570564",0,13,15,14,
0,0,0,22709,0,0,0,0,0,,0,"0.016467911824289427",0,13,15,14,
0,0,0,3202,0,0,0,0,0,,0,"0.016560942659559267",0,13,15,14,
0,0,0,3202,0,0,0,0,0,,0,"0.016653268492439394",0,13,15,14,
0,0,0,3202,0,0,0,0,0,,0,"0.016745053481370897",0,13,15,14,
0,0,0,3202,0,0,0,0,0,,0,"0.016836020932804105",0,13,15,14,
0,0,0,3202,0,0,0,0,0,,0,"0.016926499134397987",0,13,15,9,
0,0,0,3202,0,0,0,0,0,,0,"0.017016727285855196",0,13,15,10,
0,0,0,3202,0,0,0,0,0,,0,"0.017106107052809013",0,13,15,10,
0,0,0,3202,0,0,0,0,0,,0,"0.017194864084430155",0,13,15,11,
0,0,0,3230,0,0,0,0,0,,0,"0.01728175254006144",0,13,15,14,
